country,log_type,category,measure,comment,date
Angola,Introduction / extension of measures,Movement restrictions,International flights suspension,"On Tuesday, March 17, government officials announced that all international flights to and from Angola will be suspended as of Friday, March 20",2020-03-20
Angola,Introduction / extension of measures,Social distancing,Schools closure,"Public and private higher and general education institutions in Angola are since March 23 shut for a period of 15 days,which may be extended in view of the pandemic situation in the country.",2020-03-23
Angola,Introduction / extension of measures,Public health measures,General recommendations,"The Minister of Health, Sílvia Lutucuta, advised employers to allow their domestic workers to stay indoors as a way to prevent the spread of Covid-19 among Angolans.",2020-03-22
Angola,Introduction / extension of measures,Public health measures,Awareness campaigns,"The Provincial Youth Council in Namibe carried out an intense public awareness campaign on methods of disease prevention, during which, young associates distributed pamphlets with statements about the pandemic and ways of prevention.",2020-03-22
Angola,Introduction / extension of measures,Public health measures,Awareness campaigns,"The sale of dried game meat, on the informal market in Luena city, has been banned since Saturday, the 21st, as part of the implementation of measures to prevent infection by the new coronavirus (Covid - 19).",2020-03-22
Angola,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,15 day state of national emergency ordered by the President of the Republic from 27 Mar - ,2020-03-27
Angola,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,"The State of Emergency, which has entered in force in Angola since March 27, for a period of 15 days, exempts the free movement of citizens seeking to buy food and provide essential services to the population.",2020-03-27
Angola,Introduction / extension of measures,Public health measures,Strengthening the public health system,"The Angolan Government will prioritize the regular and free supply of water to health units, informal markets, quarantine centers and prisoners, within the framework of the contingency plan to prevent the spreading of the Coronavirus (Covid-19) pandemic in the country.",2020-03-27
Angola,Introduction / extension of measures,Public health measures,Strengthening the public health system,"The health authorities of Cuanza Norte announced, Thursday, in Ndalatando, the opening of two centers for the screening and quarantine of suspected cases in Covid-19.",2020-03-27
Angola,Introduction / extension of measures,Movement restrictions,Border checks,"The government of the province of Namibe will, in the coming days, acquire transport means for the National Police staff deployed on the border areas (on the border with the Republic of Namibia), to improve the patrolling and people monitoring system.",2020-03-27
Angola,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"Central Bank defines rules for financial institutions operation. The National Bank of Angola (BNA) on Friday, instructed financial institutions to secure normal services supply, such as deposit of money, cash withdrawal and domestic and international transfers as well as the issuance of the customers' account statements.",2020-03-27
Angola,Introduction / extension of measures,Governance and socio-economic measures,Economic measures, Program for Strengthening the Social Protection was approved by the Economic Commission of the Council of Ministers ,2020-03-26
Angola,Introduction / extension of measures,Public health measures,Strengthening the public health system,"Central hospital installs new ventilators. The Antonio Agostinho Neto Central Hospital of Lubango, in Huíla province, was reinforced, on Thursday, with two ventilating devices for intensive care beds, in an effort to fight the COVID-19 pandemic, which affects the country.",2020-03-26
Angola,Introduction / extension of measures,Public health measures,Strengthening the public health system,Multi-Sector Brigade Seizes Expired Medicines,2020-03-26
Angola,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"World Bank has made available USD 15 million to support the Angolan Government's efforts to combat the new coronavirus (COVID-19), said on Thursday, the World Bank (WB) resident representative, Oliver Lambert.",2020-03-26
Angola,Introduction / extension of measures,Social distancing,Public services closure,"the country's formal and informal public markets are only open from six to 13:00 hours a day, taking into account the State of Emergency declared. During this period, traders will be able to sell only essential products, namely food, hygiene products, cooking gas, among others, according to the Minister of Territorial Administration and State Reform, Adão de Almeida.",2020-03-27
